best_fitness
116097
121868
124834
122331
121993
123444
124081
122770
129062
128720
132520
130924
132473
132148
130300
131886
129170
130483
131545
130995
131651
132249
130741
129038
130748
130033
132959
131743
132553
125633
130288
127610
132017
130021
131529
132876
129940
129220
132778
129041
133311
131145
130963
132734
130456
129524
131123
133346
122403
128301
132628
130636
130932
128047
132387
130749
127625
130987
132110
129528
133549
128779
131053
129358
130889
130819
133974
131425
129542
134468
131159
129640
129947
129090
131454
130452
130687
130231
