best_fitness
110436
113475
116863
115039
115811
109298
114955
114297
115819
114197
109607
118619
111312
113109
113184
117460
110744
122315
127563
133973
132095
133440
132297
135536
129438
130520
134173
133173
131522
132641
133442
128843
131363
134400
127276
130227
132188
129699
133078
135563
135250
137158
135997
136173
134948
134422
135860
135155
136569
135857
136591
136741
133745
135832
136559
135938
135840
136104
136403
135530
136427
136635
136505
135896
135687
134106
134441
135187
136100
137340
136040
136192
136353
136455
134777
137723
135805
135563
