best_fitness
114999
110891
122052
121940
123669
121761
120937
123127
120120
119785
123222
124616
121935
118270
122122
122721
120967
120319
123078
119773
116784
119103
116127
117314
134118
133324
134144
136000
133449
134049
135659
134723
134726
134240
134890
135844
135190
132451
135579
134720
134769
135317
135566
135157
134389
133727
134138
135173
134483
133878
135285
134492
135280
134412
135049
134775
135265
134728
135910
135065
133998
134366
135367
135491
132739
135078
134605
136151
134600
135403
133682
134208
