best_fitness
117039
110819
115562
113895
109376
106018
106927
107043
113204
114205
115541
102606
107541
125768
110856
113740
111256
113624
101148
102000
106490
113306
108496
107661
107941
128919
126491
129528
120635
126975
125373
126781
129588
123366
124823
129572
125131
125664
131276
121331
127180
129223
126841
131321
120172
127428
126612
130674
128439
126495
130480
126206
127182
126712
130746
123458
126361
127868
128506
127029
126472
128482
127436
131803
126310
124668
126788
124959
119541
126213
117888
120658
130601
129964
129943
124144
125556
